id_vụ,year,yield_class,event_sequence
Tra Vinh_2002_winter_spring,2002,Medium,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2002_summer_autumn,2002,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']"
Tra Vinh_2002_main_season,2002,Medium,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Vừa']"
Tra Vinh_2003_winter_spring,2003,Medium,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Tra Vinh_2003_summer_autumn,2003,Medium,"['stage_1_Nóng-Khô', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2003_main_season,2003,High,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']"
Tra Vinh_2004_winter_spring,2004,Medium,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2004_summer_autumn,2004,Medium,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Ướt']"
Tra Vinh_2004_main_season,2004,Medium,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Mát-Ướt', 'stage_5_Mát-Vừa']"
Tra Vinh_2005_winter_spring,2005,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Tra Vinh_2005_summer_autumn,2005,Low,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']"
Tra Vinh_2005_main_season,2005,Medium,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']"
Tra Vinh_2006_winter_spring,2006,Low,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Tra Vinh_2006_summer_autumn,2006,Low,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Vừa-Vừa']"
Tra Vinh_2006_main_season,2006,High,"['stage_1_Vừa-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Mát-Ướt']"
Tra Vinh_2007_winter_spring,2007,Low,"['stage_1_Vừa-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2007_summer_autumn,2007,High,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2007_main_season,2007,Low,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2008_winter_spring,2008,Medium,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2008_summer_autumn,2008,High,"['stage_1_Vừa-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2008_main_season,2008,High,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2009_winter_spring,2009,Low,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Vừa']"
Tra Vinh_2009_summer_autumn,2009,High,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']"
Tra Vinh_2009_main_season,2009,Medium,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']"
Tra Vinh_2010_winter_spring,2010,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Tra Vinh_2010_summer_autumn,2010,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']"
Tra Vinh_2010_main_season,2010,High,"['stage_1_Nóng-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']"
Tra Vinh_2011_winter_spring,2011,Low,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2011_summer_autumn,2011,High,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']"
Tra Vinh_2011_main_season,2011,High,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']"
Tra Vinh_2012_winter_spring,2012,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Tra Vinh_2012_summer_autumn,2012,High,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']"
Tra Vinh_2012_main_season,2012,High,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']"
Tra Vinh_2013_winter_spring,2013,High,"['stage_1_Mát-Vừa', 'stage_2_Vừa-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Tra Vinh_2013_summer_autumn,2013,High,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2013_main_season,2013,High,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2014_winter_spring,2014,High,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2014_summer_autumn,2014,High,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2014_main_season,2014,High,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']"
Tra Vinh_2015_winter_spring,2015,High,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2015_summer_autumn,2015,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Vừa']"
Tra Vinh_2015_main_season,2015,Low,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']"
Tra Vinh_2016_winter_spring,2016,Low,"['stage_1_Vừa-Khô', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Nóng-Khô', 'stage_5_Vừa-Khô']"
Tra Vinh_2016_summer_autumn,2016,Low,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']"
Tra Vinh_2016_main_season,2016,Medium,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']"
Tra Vinh_2017_winter_spring,2017,Medium,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Vừa-Khô', 'stage_4_Mát-Vừa', 'stage_5_Mát-Khô']"
Tra Vinh_2017_summer_autumn,2017,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Ướt']"
Tra Vinh_2017_main_season,2017,Medium,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Tra Vinh_2018_winter_spring,2018,High,"['stage_1_Vừa-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2018_summer_autumn,2018,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Vừa']"
Tra Vinh_2018_main_season,2018,Low,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']"
Tra Vinh_2019_winter_spring,2019,High,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2019_summer_autumn,2019,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']"
Tra Vinh_2019_main_season,2019,Medium,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']"
Tra Vinh_2020_winter_spring,2020,Low,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2020_summer_autumn,2020,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']"
Tra Vinh_2020_main_season,2020,Low,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']"
Tra Vinh_2021_winter_spring,2021,Medium,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2021_summer_autumn,2021,Medium,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Khô', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']"
Tra Vinh_2021_main_season,2021,High,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']"
Tra Vinh_2022_winter_spring,2022,High,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']"
Tra Vinh_2022_summer_autumn,2022,Low,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']"
Tra Vinh_2022_main_season,2022,Medium,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']"
Tra Vinh_2023_winter_spring,2023,Low,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Tra Vinh_2023_summer_autumn,2023,Low,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']"
Tra Vinh_2023_main_season,2023,Low,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']"
Tra Vinh_2024_winter_spring,2024,High,"['stage_1_Mát-Vừa', 'stage_2_Vừa-Khô', 'stage_3_Vừa-Khô', 'stage_4_Vừa-Khô', 'stage_5_Nóng-Khô']"
Tra Vinh_2024_summer_autumn,2024,Low,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Mát-Ướt']"
Vinh Long_1995_winter_spring,1995,Low,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Vinh Long_1995_summer_autumn,1995,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Mát-Vừa']"
Vinh Long_1995_main_season,1995,Medium,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Mát-Ướt']"
Vinh Long_1996_winter_spring,1996,Medium,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_1996_summer_autumn,1996,Medium,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Mát-Vừa']"
Vinh Long_1996_main_season,1996,Low,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']"
Vinh Long_1997_winter_spring,1997,Medium,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_1997_summer_autumn,1997,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Ướt']"
Vinh Long_1997_main_season,1997,High,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Vừa-Vừa']"
Vinh Long_1998_winter_spring,1998,High,"['stage_1_Mát-Khô', 'stage_2_Vừa-Khô', 'stage_3_Vừa-Khô', 'stage_4_Nóng-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_1998_summer_autumn,1998,Low,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']"
Vinh Long_1998_main_season,1998,High,"['stage_1_Nóng-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']"
Vinh Long_1999_winter_spring,1999,Low,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_1999_summer_autumn,1999,Medium,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Mát-Ướt', 'stage_4_Mát-Vừa', 'stage_5_Mát-Vừa']"
Vinh Long_1999_main_season,1999,Medium,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Mát-Vừa', 'stage_4_Mát-Vừa', 'stage_5_Vừa-Vừa']"
Vinh Long_2000_winter_spring,2000,Medium,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Vinh Long_2000_summer_autumn,2000,Medium,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Mát-Vừa']"
Vinh Long_2000_main_season,2000,Low,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Mát-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Mát-Ướt']"
Vinh Long_2001_winter_spring,2001,Low,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2001_summer_autumn,2001,Low,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Vừa', 'stage_4_Mát-Ướt', 'stage_5_Vừa-Vừa']"
Vinh Long_2001_main_season,2001,Medium,"['stage_1_Vừa-Vừa', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Ướt']"
Vinh Long_2002_winter_spring,2002,Medium,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Vừa-Khô', 'stage_5_Vừa-Khô']"
Vinh Long_2002_summer_autumn,2002,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']"
Vinh Long_2002_main_season,2002,Low,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Vừa']"
Vinh Long_2003_winter_spring,2003,Low,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_2003_summer_autumn,2003,Low,"['stage_1_Nóng-Khô', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Vinh Long_2003_main_season,2003,High,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']"
Vinh Long_2004_winter_spring,2004,Low,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2004_summer_autumn,2004,Low,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Vừa']"
Vinh Long_2004_main_season,2004,High,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Mát-Vừa']"
Vinh Long_2005_winter_spring,2005,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_2005_summer_autumn,2005,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Vừa']"
Vinh Long_2006_winter_spring,2006,Medium,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_2006_summer_autumn,2006,Low,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Mát-Ướt', 'stage_5_Vừa-Vừa']"
Vinh Long_2007_winter_spring,2007,Medium,"['stage_1_Vừa-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2007_summer_autumn,2007,Medium,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Vừa']"
Vinh Long_2008_winter_spring,2008,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Vừa-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2008_summer_autumn,2008,Low,"['stage_1_Vừa-Vừa', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']"
Vinh Long_2009_winter_spring,2009,Medium,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2009_summer_autumn,2009,Medium,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Vừa']"
Vinh Long_2010_winter_spring,2010,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Mát-Vừa', 'stage_5_Nóng-Khô']"
Vinh Long_2010_summer_autumn,2010,Medium,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']"
Vinh Long_2011_winter_spring,2011,High,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2011_summer_autumn,2011,High,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']"
Vinh Long_2012_winter_spring,2012,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Vừa-Khô']"
Vinh Long_2012_summer_autumn,2012,High,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']"
Vinh Long_2013_winter_spring,2013,High,"['stage_1_Mát-Vừa', 'stage_2_Vừa-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_2013_summer_autumn,2013,High,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']"
Vinh Long_2014_winter_spring,2014,High,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2014_summer_autumn,2014,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']"
Vinh Long_2015_winter_spring,2015,High,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2015_summer_autumn,2015,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']"
Vinh Long_2016_winter_spring,2016,Low,"['stage_1_Vừa-Khô', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Nóng-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_2016_summer_autumn,2016,Low,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']"
Vinh Long_2017_winter_spring,2017,Low,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Vừa-Khô', 'stage_4_Mát-Vừa', 'stage_5_Mát-Khô']"
Vinh Long_2017_summer_autumn,2017,Medium,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Mát-Ướt']"
Vinh Long_2018_winter_spring,2018,Low,"['stage_1_Mát-Vừa', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2018_summer_autumn,2018,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']"
Vinh Long_2019_winter_spring,2019,Low,"['stage_1_Mát-Vừa', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_2019_summer_autumn,2019,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']"
Vinh Long_2020_winter_spring,2020,Medium,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Vừa-Khô', 'stage_5_Nóng-Khô']"
Vinh Long_2020_summer_autumn,2020,High,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Khô', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']"
Vinh Long_2021_winter_spring,2021,High,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']"
Vinh Long_2021_summer_autumn,2021,Medium,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']"
